Variable Name,,,,Fiscal income  | equal-split adults | Average | Adults | constant 2015 local currency,Net personal wealth | equal-split adults | Average | Adults | constant 2015 local currency,Pre-tax national income  | equal-split adults | Average | Adults | constant 2015 local currency,Fiscal income  | equal-split adults | Beta coefficient | Adults | constant 2015 local currency,Net personal wealth | equal-split adults | Beta coefficient | Adults | constant 2015 local currency,Pre-tax national income  | equal-split adults | Beta coefficient | Adults | constant 2015 local currency,Fiscal income  | equal-split adults | Share | Adults | share of total (ratio),Net personal wealth | equal-split adults | Share | Adults | share of total (ratio),Pre-tax national income  | equal-split adults | Share | Adults | share of total (ratio),Fiscal income  | equal-split adults | Threshold | Adults | constant 2015 local currency,Net personal wealth | equal-split adults | Threshold | Adults | constant 2015 local currency,Pre-tax national income  | equal-split adults | Threshold | Adults | constant 2015 local currency
,CN,1995,p6p100,10009.5941711,34857.8335711,14927.3193856,5.01913499832,16.797460556,8.88193035126,0.9913290143,1.0002213717,0.9962865114,1994.28662109,2075.18481445,1680.63903809
,CN,1995,p7p100,10095.111938,35208.1672246,15068.3697275,4.77258205414,14.2048015594,7.77628326416,0.9891624451,0.9995265007,0.9950016737,2115.23071289,2478.61035156,1937.73413086
,CN,1995,p8p100,10181.2642632,35561.7280023,15209.6968558,4.58262014389,12.339099884,6.93183422089,0.9868769646,0.9987083077,0.9935345054,2221.71240234,2882.03588867,2194.18066406
,CN,1995,p9p100,10268.1577609,35918.6307193,15351.3294743,4.41374158859,10.932598114,6.26975727081,0.984481155872,0.997766852379,0.991886436939,2326.40673828,3285.46142578,2448.47265625
,CN,1995,p10p100,10355.8149839,36278.9819896,15493.2880856,4.25948572159,9.83466911316,5.73562908173,0.98197466135,0.996702373028,0.990058064461,2431.23608398,3688.88696289,2701.23608398
,CN,1995,p11p100,10444.286164,36642.8925278,15635.5993432,4.12598323822,8.95407962799,5.29273986816,0.979359746,0.9955146313,0.9880504012,2531.34472656,4092.3125,2954.15991211
,CN,1995,p12p100,10533.6727894,37010.4935512,15778.28375,4.01374149323,8.23235034943,4.9231505394,0.9766433239,0.9942038655,0.9858639836,2624.40234375,4495.73828125,3204.91601562
,CN,1995,p13p100,10624.0773736,37381.3422015,15921.3648838,3.91866636276,7.47441959381,4.60687303543,0.9738318324,0.9927548766,0.9834994674,2711.14624023,5001.23681641,3456.00268555
,CN,1995,p14p100,10715.5891034,37754.8972075,16064.8642727,3.83108925819,6.85172462463,4.33556985855,0.9709301591,0.991150558,0.9809572697,2797.00854492,5510.27636719,3705.36401367
,CN,1995,p15p100,10808.2469338,38131.2487812,16208.8024192,3.74997973442,6.33481454849,4.09880828857,0.9679383039,0.9893909097,0.9782377481,2882.21484375,6019.31591797,3954.51586914
,CN,1995,p16p100,10902.1010965,38510.5035365,16353.1998261,3.67492437363,5.89895915985,3.89019632339,0.9648570418,0.9874758124,0.97534132,2966.61914062,6528.35546875,4203.6953125
,CN,1995,p17p100,10997.2028482,38892.7639869,16498.0780212,3.60467147827,5.52658557892,3.70543169975,0.9616871476,0.9854050875,0.9722680449,3050.81982422,7037.39453125,4452.40380859
,CN,1995,p18p100,11093.5993451,39278.140847,16643.4605826,3.53946685791,5.20486116409,3.54142975807,0.9584287405,0.983179152,0.9690184593,3134.25708008,7546.43408203,4699.64453125
,CN,1995,p19p100,11191.3592713,39666.7489319,16789.5176827,3.48046350479,4.92419815063,3.41058206558,0.9550834894,0.9807978868,0.9656012058,3215.47949219,8055.47363281,4922.77197266
,CN,1995,p20p100,11290.5584866,40058.7071572,16936.5691635,3.42657518387,4.67728948593,3.30497765541,0.9516535997,0.9782613516,0.9620330334,3294.99804688,8564.51269531,5124.56396484
,CN,1995,p21p100,11391.2749014,40454.1467401,17084.9174398,3.37746930122,4.45846843719,3.2197561264,0.9481409788,0.9755690694,0.9583288431,3372.72485352,9073.55273438,5306.27685547
,CN,1995,p22p100,11493.5884761,40853.1988979,17234.832122,3.33224415779,4.26411294937,3.14836740494,0.9445473552,0.9727218151,0.9545006752,3449.20361328,9580.703125,5474.21240234
,CN,1995,p23p100,11597.561744,41256.802654,17386.5500162,3.28913164139,4.13770103455,3.08844995499,0.9408727884,0.969737649,0.9505581856,3526.02539062,9970.94824219,5629.5390625
,CN,1995,p24p100,11703.2592886,41665.8888308,17540.2669232,3.24809217453,4.02134132385,3.03589987755,0.937117219,0.9666341543,0.9465081692,3603.11791992,10361.1923828,5777.6171875
,CN,1995,p25p100,11810.7446682,42080.682958,17696.1366132,3.20885109901,3.91395878792,2.98826956749,0.93328017,0.9634117484,0.9423545003,3680.67700195,10751.4375,5921.86767578
,CN,1995,p26p100,11920.0824663,42501.4146657,17854.2821024,3.17111945152,3.81463170052,2.94402337074,0.9293610454,0.9600702524,0.9380990267,3758.95092773,11141.6826172,6064.5859375
,CN,1995,p27p100,12031.3280402,42928.3299863,18014.8202561,3.13324141502,3.72256350517,2.90332365036,0.9253582954,0.9566096067,0.933743,3839.89819336,11531.9267578,6204.89550781
,CN,1995,p28p100,12144.5182947,43361.6790526,18177.9068948,3.09510588646,3.63706207275,2.86683630943,0.9212686419,0.9530299902,0.929289341,3923.78125,11922.171875,6340.75488281
,CN,1995,p29p100,12259.6952604,43802.1876601,18343.6711855,3.05675625801,3.55756211281,2.83251929283,0.917089045,0.9493310452,0.9247390032,4010.68798828,12312.4169922,6476.09765625
,CN,1995,p30p100,12376.9091689,44248.8101713,18512.2279433,3.01999187469,3.48342847824,2.79940366745,0.9128170013,0.9455130696,0.9200921059,4098.32519531,12702.6611328,6612.91845703
,CN,1995,p31p100,12496.280986,44703.1703997,18683.7001844,2.98843979836,3.41430473328,2.76860117912,0.908454895,0.9415758252,0.915348649,4181.54003906,13092.90625,6748.42626953
,CN,1995,p32p100,12617.9204013,45165.1576307,18858.2252767,2.95563840866,3.34974789619,2.73954200745,0.9040036201,0.9375196099,0.9105091095,4269.1015625,13483.1513672,6883.71435547
,CN,1995,p33p100,12741.8468921,45635.112209,19035.9426388,2.92149043083,3.2893974781,2.71222543716,0.8994575739,0.9333441854,0.9055736065,4361.41992188,13873.3955078,7018.56933594
,CN,1995,p34p100,12868.0953133,46113.3908816,19216.9957893,2.88724398613,3.2323539257,2.68624305725,0.8948117495,0.9290495515,0.9005420804,4456.87841797,14266.1953125,7153.85595703
,CN,1995,p35p100,12996.7897059,46600.0264528,19401.5425991,2.85713887215,3.17043662071,2.66164970398,0.8900674582,0.9246287942,0.8954146504,4548.8828125,14698.2998047,7289.29248047
,CN,1995,p36p100,13128.0643627,47095.1132349,19589.7450394,2.82817006111,3.11261439323,2.63857841492,0.8852260113,0.9200760126,0.890191257,4641.89355469,15130.4042969,7424.35595703
,CN,1995,p37p100,13262.012571,47599.0612819,19781.7773832,2.79959702492,3.05857229233,2.61693549156,0.8802853227,0.9153913856,0.8848719597,4737.11474609,15562.5097656,7559.13867188
,CN,1995,p38p100,13398.7276181,48112.2929493,19977.826205,2.77138638496,3.00803089142,2.59637093544,0.875243187,0.9105748534,0.8794567585,4834.66601562,15994.6142578,7694.51953125
,CN,1995,p39p100,13538.2935648,48635.271598,20178.0821798,2.74250292778,2.96074175835,2.57720351219,0.8700961471,0.9056264162,0.8739453554,4936.47363281,16426.71875,7829.44824219
,CN,1995,p40p100,13680.7842211,49168.4810915,20382.7585358,2.71341514587,2.91648340225,2.55901122093,0.8648399115,0.9005460739,0.8683379292,5041.90625,16858.8242188,7965.09130859
,CN,1995,p41p100,13826.2887735,49712.4380979,20592.0746516,2.68442106247,2.87505865097,2.54184055328,0.8594707847,0.8953338265,0.8626342416,5150.56640625,17290.9296875,8101.24560547
,CN,1995,p42p100,13974.9179367,50267.7084916,20806.2560571,2.656021595,2.83629274368,2.52557730675,0.8539859653,0.8899896741,0.8568335772,5261.59814453,17723.0332031,8238.21777344
,CN,1995,p43p100,14126.780375,50834.8745489,21025.5446839,2.62732887268,2.80002689362,2.51029157639,0.848382175,0.884513557,0.8509355783,5376.86035156,18155.1386719,8375.73828125
,CN,1995,p44p100,14281.9570739,51414.5841552,21250.1927152,2.59778928757,2.76612186432,2.49557113647,0.8426539302,0.878905654,0.8449391723,5497.73486328,18587.2441406,8515.16210938
,CN,1995,p45p100,14440.5351699,52007.518,21480.4605353,2.56786394119,2.73445320129,2.48141860962,0.8367957473,0.8731657863,0.8388433456,5623.55908203,19019.3476562,8656.52441406
,CN,1995,p46p100,14602.6038498,52607.521174,21716.6064781,2.53754687309,2.57178616524,2.46742892265,0.8308020234,0.8671804667,0.8326458335,5754.61425781,20455.6367188,8801.30957031
,CN,1995,p47p100,14768.3076576,53200.8035645,21958.8888776,2.50942516327,2.44334435463,2.45317339897,0.8246697783,0.860720098,0.8263438344,5885.13574219,21773.7636719,8951.21777344
,CN,1995,p48p100,14937.8905752,53796.7144005,22207.5496655,2.48324298859,2.38250732422,2.43849897385,0.8184009194,0.8539393544,0.8199333549,6015.4765625,22579.8730469,9107.05761719
,CN,1995,p49p100,15111.4766442,54404.0452378,22462.8369245,2.45472764969,2.36380553246,2.42321205139,0.8119897842,0.8469724059,0.8134096861,6156.07080078,23015.4492188,9269.86035156
,CN,1995,p50p100,15289.1027692,55029.5783679,22725.0294913,2.42454576492,2.37105059624,2.40788221359,0.8054257035,0.8399125934,0.8067686558,6305.96582031,23208.9433594,9437.76660156
,CN,1995,p51p100,15470.8181568,55678.2139349,22994.2360301,2.39263129234,2.39279603958,2.38686680794,0.7986984849,0.832816422,0.7999993563,6466.02685547,23269.1015625,9633.6484375
,CN,1995,p52p100,15656.653561,56353.2815766,23270.4647421,2.35883116722,2.42096948624,2.36521887779,0.7917966843,0.8257115483,0.7930870652,6637.46289062,23277.1542969,9838.609375
,CN,1995,p53p100,15846.6305096,57057.0283884,23554.0170167,2.32367038727,2.45120024681,2.34368157387,0.7847083807,0.8186059594,0.786026895,6819.65478516,23277.1796875,10050.0078125
,CN,1995,p54p100,16040.8545915,57791.3734224,23845.1245345,2.28947639465,2.48274803162,2.32002496719,0.7774255872,0.8115004301,0.7788108587,7006.34228516,23277.1796875,10277.9599609
,CN,1995,p55p100,16239.4672753,58558.3546467,24144.0005236,2.25474095345,2.51569795609,2.29594755173,0.7699415684,0.8043948412,0.7714296579,7202.36523438,23277.1796875,10515.9199219
,CN,1995,p56p100,16442.4900889,59360.2027544,24450.950474,2.2179543972,2.55014586449,2.27188253403,0.7622435093,0.7972893119,0.7638761997,7413.35839844,23277.1796875,10762.4189453
,CN,1995,p57p100,16649.8574236,60199.3411642,24766.2942278,2.17910528183,2.58619570732,2.24710774422,0.7543144822,0.790183723,0.7561432123,7640.68505859,23277.1796875,11021.4091797
,CN,1995,p58p100,16861.2330351,61078.4393269,25090.396733,2.13008499146,2.62396216393,2.22260665894,0.7461258769,0.78306669,0.7482236028,7915.75585938,23277.1796875,11288.7255859
,CN,1995,p59p100,17075.615367,61998.9652356,25423.6577922,2.07205796242,2.65299916267,2.19802999496,0.7376217246,0.7759544253,0.7401103377,8240.89648438,23369.3867188,11566.5654297
,CN,1995,p60p100,17292.2724729,62959.4426961,25766.5141127,2.0262169838,2.63731765747,2.17367267609,0.7287617326,0.7687564492,0.7317963243,8534.26464844,23872.5292969,11853.9072266
,CN,1995,p61p100,17514.4458289,63949.7269749,26119.4393068,2.00671887398,2.56930661201,2.14928984642,0.7196717858,0.7613269091,0.7232742906,8727.90234375,24889.8769531,12152.5908203
,CN,1995,p62p100,17742.5854692,64959.1156651,26482.9336404,1.97905826569,2.46483421326,2.12511610985,0.7103527188,0.7535144687,0.7145362496,8965.16601562,26354.3554688,12461.8759766
,CN,1995,p63p100,17976.4597134,65980.3877174,26857.5711887,1.95062506199,2.35828256607,2.10098147392,0.700776279,0.7452199459,0.7055747509,9215.74316406,27978.1523438,12783.3447266
,CN,1995,p64p100,18216.2510354,67017.0941987,27243.9444798,1.92215073109,2.2906563282,2.07722759247,0.690931499,0.7364715934,0.6963812113,9477.01464844,29256.7207031,13115.53125
,CN,1995,p65p100,18462.0352952,68081.8114622,27642.7198512,1.89373099804,2.25390648842,2.05363869667,0.6808024645,0.7273895144,0.6869472861,9749.02734375,30206.1386719,13460.3623047
,CN,1995,p66p100,18714.3455629,69184.5735269,28054.6189978,1.86799097061,2.23615980148,2.03017282486,0.670389235,0.7180523276,0.6772637963,10018.4345703,30939.0097656,13818.8330078
,CN,1995,p67p100,18973.9199355,70334.4384835,28480.4169215,1.84647667408,2.23150610924,2.00711250305,0.6596969962,0.7085162997,0.6673210859,10275.7431641,31518.8203125,14189.7460938
,CN,1995,p68p100,19241.6851348,71539.5869075,28920.9972884,1.82579791546,2.23478889465,1.98430144787,0.6487338543,0.698818326,0.6571095586,10538.78125,32011.7871094,14574.9013672
,CN,1995,p69p100,19517.9938073,72807.079927,29377.3155242,1.80473983288,2.24126553535,1.96148741245,0.6374855638,0.6889745593,0.6466188431,10814.8515625,32484.8066406,14977.0605469
,CN,1995,p70p100,19803.2867607,74142.7403076,29850.4193165,1.78233981133,2.24658083916,1.93910396099,0.6259390116,0.6789812446,0.6358376741,11110.8369141,33002.4804688,15393.9238281
,CN,1995,p71p100,20097.3405159,75551.0376367,30341.4875704,1.75605273247,2.24701857567,1.91714262962,0.6140589714,0.6688154936,0.6247545481,11444.6113281,33622.7929688,15826.4111328
,CN,1995,p72p100,20400.112017,77035.2523456,30851.852961,1.72943425179,2.23999786377,1.89525234699,0.6018164754,0.6584388614,0.6133577228,11795.8300781,34390.7695312,16278.4931641
,CN,1995,p73p100,20712.4275227,78597.8283556,31382.9732299,1.70675075054,2.22472333908,1.87396275997,0.58920753,0.6478018761,0.6016340852,12135.5898438,35329.2578125,16746.8496094
,CN,1995,p74p100,21035.8083331,80241.3572073,31936.5316485,1.68616974354,2.20287680626,1.85285723209,0.5762435198,0.6368534565,0.5895704031,12475.4990234,36425.7109375,17236.3691406
,CN,1995,p75p100,21371.4805092,81970.3494937,32514.4349674,1.66828656197,2.17928481102,1.8323122263,0.5629218221,0.6255538464,0.5771527886,12810.4375,37613.4179688,17745.0292969
,CN,1995,p76p100,21721.4963709,83794.3922751,33118.8359695,1.65420532227,2.16246986389,1.81200170517,0.5492555499,0.613894999,0.5643660426,13131.0761719,38749.390625,18277.4863281
,CN,1995,p77p100,22088.1727227,85730.6996143,33752.2052297,1.64306557178,2.15657329559,1.79242384434,0.5352554917,0.6019107699,0.5511940718,13443.2695312,39753.203125,18830.4824219
,CN,1995,p78p100,22474.2979312,87798.8474847,34417.4479798,1.6356575489,2.1566696167,1.77336812019,0.5209335089,0.5896297693,0.537620604,13740.2216797,40710.3828125,19407.9550781
,CN,1995,p79p100,22883.17088,90017.5343444,35117.934863,1.62908256054,2.15771245956,1.75485253334,0.5063012242,0.5770511627,0.5236279368,14046.6611328,41718.9648438,20011.9003906
,CN,1995,p80p100,23316.6962695,92404.474522,35857.5982962,1.6214505434,2.15554881096,1.73713457584,0.4913268387,0.5641452074,0.5091969371,14380.1464844,42868.1875,20641.8085938
,CN,1995,p81p100,23778.056118,94977.0050966,36641.1621004,1.6150097847,2.14774918556,1.72001969814,0.4759961367,0.5508583784,0.4943077266,14723.1650391,44221.6484375,21302.7578125
,CN,1995,p82p100,24271.2730543,97754.1033628,37474.2317124,1.60913348198,2.13488888741,1.70393466949,0.4602974355,0.537125051,0.4789385796,15083.4423828,45788.8476562,21992.7636719
,CN,1995,p83p100,24800.5357791,100761.348483,38363.6878367,1.60345923901,2.12228441238,1.68851077557,0.4442050159,0.5228905678,0.4630669951,15466.8945312,47477.7773438,22720.4277344
,CN,1995,p84p100,25371.4599805,104040.910401,39317.887372,1.59896814823,2.12014961243,1.67464745045,0.4276996851,0.5081501007,0.4466678798,15867.3955078,49072.4375,23478.3066406
,CN,1995,p85p100,25991.2175013,107654.346409,40347.3523013,1.59577548504,2.12684369087,1.66165876389,0.4107630551,0.4929362237,0.4297153354,16287.515625,50616.953125,24281.3710938
,CN,1995,p86p100,26668.148838,111668.872543,41465.2207518,1.59307587147,2.13397479057,1.65053665638,0.3933638036,0.47723037,0.4121796787,16740.0371094,52329.046875,25122.265625
,CN,1995,p87p100,27415.2691014,116157.568609,42688.7969982,1.59649348259,2.13677144051,1.64127659798,0.3754994869,0.4609552324,0.3940323293,17172.1777344,54361.2539062,26009.5078125
,CN,1995,p88p100,28250.0650404,121212.081655,44039.7605905,1.60233008862,2.13894701004,1.63399040699,0.3571693599,0.4440123439,0.3752327561,17630.6152344,56669.0429688,26952.2753906
,CN,1995,p89p100,29192.3156049,126978.489283,45548.0618657,1.60790681839,2.15825533867,1.62944686413,0.3383255005,0.4263740182,0.3557436466,18155.4765625,58833.859375,27953.0820312
,CN,1995,p91p100,31510.5840551,141648.528548,49217.2241991,1.62393200397,2.2336332798,1.63076281548,0.2987943888,0.3891548812,0.314509809,19403.8808594,63416.1992188,30180.4921875
,CN,1995,p92p100,32979.4422454,151219.465505,51518.9633765,1.63796412945,2.25962018967,1.63834226131,0.2779756784,0.3692883253,0.2926386297,20134.4101562,66922.515625,31445.7871094
,CN,1995,p93p100,34741.5791888,162955.454271,54287.4587118,1.6372307539,2.28339004517,1.65221595764,0.2562247515,0.348204881,0.269818753,21219.7207031,71365.578125,32857.3632812
,CN,1995,p94p100,36875.0240429,177776.163742,57726.6136094,1.62466907501,2.3112347126,1.67378044128,0.2331079245,0.3256061971,0.2459245622,22696.9453125,76918.265625,34488.7617188
,CN,1995,p95p100,39551.4007687,197260.645894,62183.8790436,1.62305879593,2.34469437599,1.70486938953,0.2083556801,0.3010775149,0.220761016,24368.4335938,84130.640625,36474.2773438
,CN,1995,p96p100,43102.8817321,224378.215861,68302.2523405,1.63606667519,2.38635826111,1.74783802032,0.1816518307,0.2739735246,0.193985641,26345.4316406,94025.3671875,39078.1367188
,CN,1995,p97p100,48339.6268337,265554.352711,77453.5401321,1.69051158428,2.44108009338,1.80347144604,0.1527910978,0.2431882471,0.1649821997,28594.6738281,108785.59375,42946.9179688
,CN,1995,p98p100,57225.8639828,338253.104598,93172.0872293,1.74103486538,2.5196852684,1.87399673462,0.1205857098,0.2065093368,0.1323093027,32868.8789062,134244.1875,49718.3828125
,CN,1995,p0p90,7182.93730266,21544.3469335,10398.3262973,,,,0.68111127615,0.591893732548,0.664477884769,6.36838769913,-14163.1650391,0
,CN,1995,p0p99,8797.17344118,27862.6994188,12904.7582328,,,,0.917596697807,0.842027485371,0.907109320164,6.36838769913,-14163.1650391,0
,CN,1995,p99.1p100,82294.7759415,552723.729247,138183.409037,1.95373678207,2.67636799812,2.09538269043,0.0780347884,0.1518512964,0.0883024931,42121.7304688,206520.078125,65946.625
,CN,1995,p99.1p99.2,42794.7180222,213280.287372,67371.4668831,,,,0.0045088278,0.0065105641,0.0047835526,42121.7304688,206520.078125,65946.625
,CN,1995,p99.2p100,87232.2760055,595154.204587,147034.914621,2.00075101852,2.69930553436,2.1347193718,0.0735259578,0.1453407407,0.0835189447,43599.765625,220484.1875,68877.8671875
,CN,1995,p99.2p99.3,44687.2685093,228734.03806,70657.0688952,,,,0.0047082258,0.0069823032,0.0050168391,43599.765625,220484.1875,68877.8671875
,CN,1995,p99.3p100,93310.1359766,647499.914545,157946.022551,2.035176754,2.72514462471,2.17994904518,0.0688177273,0.138358444,0.0785021037,45848.6640625,237602.046875,72454
,CN,1995,p99.3p99.4,47097.8769982,247962.351337,74522.7290594,,,,0.0049622064,0.0075692637,0.0052913115,45848.6640625,237602.046875,72454
,CN,1995,p99.4p100,101012.178456,714089.519347,171849.917102,2.08923363686,2.7546916008,2.24021363258,0.0638555288,0.1307891756,0.0732107982,48348.9140625,259226.671875,76711.3984375
,CN,1995,p99.4p99.5,49596.7782938,272743.97543,79288.9332055,,,,0.0052254894,0.0083257444,0.0056297244,48348.9140625,259226.671875,76711.3984375
,CN,1995,p99.5p100,111295.26423,802358.641252,190362.112241,2.18883991241,2.78914093971,2.31856298447,0.0586300381,0.1224634349,0.0675810724,50846.6875,287672.3125,82103.4921875
,CN,1995,p99.5p99.6,52563.9734494,306278.446137,85798.9981926,,,,0.0055381111,0.0093494123,0.0060919565,50846.6875,287672.3125,82103.4921875
,CN,1995,p99.6p100,125978.088975,926378.624423,216502.884602,2.2920820713,2.83037114143,2.40375781059,0.0530919284,0.1131140143,0.0614891164,54962.296875,327299.34375,90068.5078125
,CN,1995,p99.6p99.7,58474.199284,355057.080781,95907.0319542,,,,0.0061608092,0.010838422,0.0068096537,54962.296875,327299.34375,90068.5078125
,CN,1995,p99.7p100,148479.386905,1116819.13897,256701.502151,2.37155246735,2.88158893585,2.50079154968,0.0469311178,0.1022755876,0.0546794608,62608.5195312,387570.59375,102648.101562
,CN,1995,p99.7p99.8,67632.1258483,434983.245955,112446.60538,,,,0.0071256836,0.0132782375,0.0079840068,62608.5195312,387570.59375,102648.101562
,CN,1995,p99.8p100,188903.009233,1457737.16749,328828.950536,2.52671933174,2.94893169403,2.63299822807,0.0398054346,0.0889973566,0.0466954559,74762.1640625,494327.21875,124887.648438
,CN,1995,p99.8p99.9,87738.7007781,601570.990512,148446.287354,,,,0.0092441011,0.0183634721,0.0105400803,74762.1640625,494327.21875,124887.648438
,CN,1995,p99.91p100,309554.448788,2483767.48532,544304.994554,2.60103917122,3.0582511425,2.7201693058,0.0293530374765,0.0682372152805,0.0347823873162,119011.835938,812152.875,200099.671875
